filter_mode,confidence_threshold,directional_margin,under_confirm_ceiling,over_confirm_floor,max_discrepancy,bets,coverage,accuracy,roi_185,roi_190,roi_200,profit_190,max_losing_streak,over_bets,under_bets,over_accuracy,under_accuracy,avg_confidence
legacy_discrepancy,0.66,0.05,0.45,0.55,0.22,126,0.017295813315030887,0.5555555555555556,0.02777777777777782,0.055555555555555525,0.1111111111111111,6.9999999999999964,6,2,124,0.0,0.5645161290322581,0.6792362049367463
hybrid_both,0.64,0.06,0.44,0.56,0.22,197,0.027041866849691145,0.5532994923857868,0.023604060913705614,0.051269035532994896,0.1065989847715736,10.099999999999994,8,1,196,1.0,0.5510204081632653,0.6633934309846602
directional_consensus,0.66,0.07,0.43,0.57,,80,0.01098146877144818,0.55,0.017500000000000033,0.04499999999999997,0.1,3.5999999999999974,6,0,80,,0.55,0.683086604394508
legacy_discrepancy,0.68,0.05,0.45,0.55,0.22,40,0.00549073438572409,0.55,0.01750000000000005,0.04499999999999995,0.1,1.799999999999998,3,1,39,0.0,0.5641025641025641,0.7005921304682863
legacy_discrepancy,0.66,0.05,0.45,0.55,0.18,68,0.009334248455730955,0.5441176470588235,0.006617647058823591,0.03382352941176464,0.08823529411764706,2.299999999999996,4,0,68,,0.5441176470588235,0.6765089488007976
directional_consensus,0.64,0.07,0.43,0.57,,153,0.021002059025394648,0.5424836601307189,0.0035947712418301077,0.030718954248365973,0.08496732026143791,4.699999999999994,6,1,152,1.0,0.5394736842105263,0.6670023594238456
legacy_discrepancy,0.68,0.05,0.45,0.55,0.2,30,0.004118050789293068,0.5333333333333333,-0.013333333333333286,0.013333333333333286,0.06666666666666667,0.3999999999999986,3,0,30,,0.5333333333333333,0.696833853120124
legacy_discrepancy,0.68,0.05,0.45,0.55,0.18,19,0.002608098833218943,0.5263157894736842,-0.026315789473684164,-4.674623261579606e-17,0.05263157894736842,-8.881784197001252e-16,5,0,19,,0.5263157894736842,0.694292986434412
legacy_discrepancy,0.66,0.05,0.45,0.55,0.2,99,0.013589567604667124,0.5252525252525253,-0.02828282828282825,-0.0020202020202020536,0.050505050505050504,-0.2000000000000033,5,1,98,0.0,0.5306122448979592,0.6778861732892772
legacy_discrepancy,0.7,0.05,0.45,0.55,0.22,18,0.0024708304735758407,0.5,-0.07499999999999996,-0.050000000000000044,0.0,-0.9000000000000008,3,1,17,0.0,0.5294117647058824,0.7158692105602791
legacy_discrepancy,0.68,0.05,0.45,0.55,0.16,12,0.0016472203157172271,0.5,-0.07499999999999996,-0.050000000000000044,0.0,-0.6000000000000005,3,0,12,,0.5,0.6906565225302769
legacy_discrepancy,0.7,0.05,0.45,0.55,0.2,9,0.0012354152367879203,0.3333333333333333,-0.3833333333333333,-0.3666666666666667,-0.3333333333333333,-3.3000000000000003,4,0,9,,0.3333333333333333,0.7167409805718606
legacy_discrepancy,0.7,0.05,0.45,0.55,0.18,6,0.0008236101578586136,0.3333333333333333,-0.3833333333333333,-0.3666666666666667,-0.3333333333333333,-2.2,3,0,6,,0.3333333333333333,0.7131803299218076
legacy_discrepancy,0.68,0.05,0.45,0.55,0.12,3,0.0004118050789293068,0.3333333333333333,-0.3833333333333333,-0.3666666666666667,-0.3333333333333333,-1.1,2,0,3,,0.3333333333333333,0.6967217314523548
legacy_discrepancy,0.7,0.05,0.45,0.55,0.16,3,0.0004118050789293068,0.3333333333333333,-0.3833333333333333,-0.3666666666666667,-0.3333333333333333,-1.1,1,0,3,,0.3333333333333333,0.7053941097949744
legacy_discrepancy,0.7,0.05,0.45,0.55,0.12,1,0.00013726835964310226,0.0,-1.0,-1.0,-1.0,-1.0,1,0,1,,0.0,0.7037119030538364
